site_id,year,month,interval_count_in,interval_count_out,max_interval_count_in,max_interval_count_out,mean_interval_count_in,mean_interval_count_out,min_interval_count_in,min_interval_count_out,total_count_in,total_count_out,zero_count_intervals_in,zero_count_intervals_out,weather_hours_available,avg_temperature_2m,min_temperature_2m,max_temperature_2m,avg_relative_humidity_2m,total_precipitation,total_rain,total_snowfall,avg_cloud_cover,avg_wind_speed_10m,most_common_weather_code,station_to_weather_grid_km,rainy_days,heavy_rain_days,frost_days,storm_days,bike_crash_count_1km,bike_crash_happened_1km,month_sin,month_cos
1,2020,6,2880,2880,33.0,40.0,2.8177083333333335,2.778125,0.0,0.0,8115.0,8001.0,932,917,720,17.530833333333334,8.5,29.85,68.56051380972222,82.2,82.2,0.0,64.43611111111112,12.837947244555554,3.0,3.51331843620502,152,0,0,0,0.0,0,1.2246467991473532e-16,-1.0
1,2020,7,2976,2976,28.0,30.0,2.34005376344086,2.180779569892473,0.0,0.0,6964.0,6490.0,1004,1013,744,17.47768817204301,8.3,34.25,72.41861317069892,79.60000000000001,79.60000000000001,0.0,61.465053763440864,13.469655624301076,3.0,3.51331843620502,145,0,0,0,0.0,0,-0.4999999999999997,-0.8660254037844388
1,2020,8,2976,2976,29.0,32.0,2.2738575268817205,2.2261424731182795,0.0,0.0,6767.0,6625.0,1001,964,744,20.945228494623656,9.85,34.5,67.72154298387098,45.800000000000004,45.800000000000004,0.0,56.61424731182796,12.335345522849462,3.0,3.51331843620502,101,0,0,0,0.0,0,-0.8660254037844385,-0.5000000000000004
1,2020,9,2880,2880,54.0,50.0,2.751736111111111,2.6430555555555557,0.0,0.0,7925.0,7612.0,1001,961,720,16.388541666666665,8.45,32.55,72.96541229305556,78.2,78.2,0.0,54.55,12.331959960791666,0.0,3.51331843620502,113,0,0,0,0.0,0,-1.0,-1.8369701987210297e-16
1,2020,10,2976,2976,24.0,21.0,1.741263440860215,1.5638440860215055,0.0,0.0,5182.0,4654.0,1300,1326,744,11.61008064516129,3.85,20.55,82.37013736693548,90.7,90.7,0.0,77.5,18.040435597284947,3.0,3.51331843620502,217,0,0,0,0.0,0,-0.8660254037844386,0.5000000000000001
1,2020,11,2880,2880,22.0,24.0,1.7694444444444444,1.7440972222222222,0.0,0.0,5096.0,5023.0,1339,1297,720,9.180902777777778,-0.5,19.1,84.70063491944444,37.0,37.0,0.0,64.18472222222222,15.090169210652778,3.0,3.51331843620502,85,0,8,0,0.0,0,-0.5000000000000004,0.8660254037844384
1,2020,12,2976,2976,22.0,20.0,1.1693548387096775,1.2221102150537635,0.0,0.0,3480.0,3637.0,1577,1518,744,5.610349462365592,-2.0,13.55,89.195485172043,76.3,76.3,0.0,75.8508064516129,16.67132352795699,3.0,3.51331843620502,183,0,32,2,0.0,0,-2.4492935982947064e-16,1.0
1,2021,1,2976,2976,17.0,23.0,1.086021505376344,1.090725806451613,0.0,0.0,3232.0,3246.0,1658,1600,744,3.0636424731182794,-3.6,11.9,89.24885115860216,106.8,89.40000001,12.1800001,87.54166666666667,16.18686479002688,3.0,3.51331843620502,239,0,88,0,0.0,0,0.49999999999999994,0.8660254037844387
1,2021,2,2688,2688,217.0,346.0,1.6052827380952381,1.7232142857142858,0.0,0.0,4315.0,4632.0,1404,1374,672,5.053125,-8.55,18.1,77.34396132142858,54.8,46.29999985,6.02000002,65.43452380952381,16.36111404494048,3.0,3.51331843620502,123,0,171,0,0.0,0,0.8660254037844386,0.5000000000000001
1,2021,3,2972,2972,30.0,22.0,1.8687752355316285,1.8230148048452222,0.0,0.0,5554.0,5418.0,1309,1274,744,6.529569892473118,-4.8,22.5,76.9678557889785,43.8,43.69999996,0.07,58.350806451612904,14.746599991532257,3.0,3.51331843620502,154,0,32,0,0.0,0,1.0,6.123233995736766e-17
1,2021,4,2802,2802,45.0,48.0,2.009992862241256,1.940756602426838,0.0,0.0,5632.0,5438.0,1144,1177,720,6.6270138888888885,-1.4,18.85,70.35805836944444,36.9,28.300000060000002,6.02000007,50.43611111111111,12.13138026652778,0.0,3.51331843620502,103,0,22,0,0.0,0,0.8660254037844387,-0.4999999999999998
1,2021,5,2883,2883,262.0,222.0,2.0936524453694068,2.0395421436004164,0.0,0.0,6036.0,5880.0,1137,1211,744,11.395564516129031,0.2,24.7,73.18062032526882,83.4,83.4,0.0,62.37096774193548,15.78907974717742,3.0,3.51331843620502,202,0,0,0,1.0,1,0.49999999999999994,-0.8660254037844387
1,2021,6,2790,2790,31.0,32.0,2.6458781362007167,2.662007168458781,0.0,0.0,7382.0,7427.0,860,876,720,18.42222222222222,9.55,29.0,73.65253871527779,104.8,104.8,0.0,64.33611111111111,10.278901935694446,3.0,3.51331843620502,160,1,0,0,0.0,0,1.2246467991473532e-16,-1.0
1,2021,7,2883,2883,26.0,65.0,1.9160596600763093,2.014221297259799,0.0,0.0,5524.0,5807.0,1049,1016,744,17.732325268817206,11.25,25.35,79.76890759811828,156.2,156.2,0.0,61.443548387096776,12.348630317432796,3.0,3.51331843620502,180,1,0,0,1.0,1,-0.4999999999999997,-0.8660254037844388
1,2021,8,2886,2886,184.0,178.0,2.0263340263340264,2.045045045045045,0.0,0.0,5848.0,5902.0,1055,1058,744,16.796505376344086,10.2,25.35,81.20675119354839,102.3,102.3,0.0,64.35215053763442,12.768241282849463,3.0,3.51331843620502,214,0,0,0,0.0,0,-0.8660254037844385,-0.5000000000000004
1,2021,9,2850,2850,40.0,31.0,2.7354385964912282,2.5603508771929824,0.0,0.0,7796.0,7297.0,925,957,720,16.481805555555557,7.55,26.7,78.5462397013889,22.400000000000002,22.400000000000002,0.0,57.9625,10.699490665416667,3.0,3.51331843620502,70,0,0,0,0.0,0,-1.0,-1.8369701987210297e-16
1,2021,10,2976,2976,24.0,20.0,1.9059139784946237,1.768481182795699,0.0,0.0,5672.0,5263.0,1254,1294,744,11.715725806451612,4.6,18.4,82.28855064784946,114.3,114.3,0.0,67.22177419354838,15.961519984543012,3.0,3.51331843620502,142,0,0,0,0.0,0,-0.8660254037844386,0.5000000000000001
1,2021,11,2880,2876,29.0,25.0,1.442013888888889,1.3657858136300418,0.0,0.0,4153.0,3928.0,1371,1327,720,6.284166666666668,-1.15,12.5,90.06885295833334,32.9,27.69999988,3.64000002,74.39305555555555,12.378488116388889,3.0,3.51331843620502,102,0,14,0,0.0,0,-0.5000000000000004,0.8660254037844384
1,2021,12,2976,2976,13.0,12.0,0.9838709677419355,0.9331317204301075,0.0,0.0,2928.0,2777.0,1607,1643,744,5.483266129032258,-4.75,14.15,90.82667154301075,75.9,72.39999992,2.45,85.61290322580645,15.137573929274193,3.0,3.51331843620502,172,0,50,0,0.0,0,-2.4492935982947064e-16,1.0
1,2022,1,2976,2976,23.0,26.0,1.1740591397849462,1.1051747311827957,0.0,0.0,3494.0,3289.0,1547,1586,744,4.06989247311828,-3.05,13.6,88.61091897983871,50.7,49.29999999,0.9800000000000001,73.7002688172043,14.213929771505375,3.0,3.51331843620502,108,0,73,0,0.0,0,0.49999999999999994,0.8660254037844387
1,2022,2,2688,2688,15.0,18.0,1.2470238095238095,1.1804315476190477,0.0,0.0,3352.0,3173.0,1369,1427,672,6.402901785714286,-2.55,13.5,78.88853725148809,70.5,69.90000004,0.42000002,65.61607142857143,21.563846982589286,3.0,3.51331843620502,148,0,23,0,0.0,0,0.8660254037844386,0.5000000000000001
1,2022,3,2972,2972,41.0,29.0,2.1096904441453566,2.0969044414535665,0.0,0.0,6270.0,6232.0,1167,1150,744,7.635215053763441,-3.4,18.55,69.77918917069893,10.0,9.399999994,0.42000001,40.29435483870968,11.393994423790323,0.0,3.51331843620502,41,0,44,0,0.0,0,1.0,6.123233995736766e-17
1,2022,4,2880,2880,26.0,25.0,1.8979166666666667,1.8902777777777777,0.0,0.0,5466.0,5444.0,1246,1246,720,9.823055555555555,-3.9,20.75,68.2514287625,28.400000000000002,26.899999994,1.05000001,70.51388888888889,14.6830542925,3.0,3.51331843620502,97,0,7,0,0.0,0,0.8660254037844387,-0.4999999999999998
1,2022,5,2976,2976,28.0,30.0,2.4593413978494625,2.5228494623655915,0.0,0.0,7319.0,7508.0,1051,1051,744,15.004032258064516,3.25,26.35,67.74985219758064,52.2,52.2,0.0,63.119623655913976,11.854014196612903,3.0,3.51331843620502,77,0,0,0,0.0,0,0.49999999999999994,-0.8660254037844387
1,2022,6,2880,2880,64.0,31.0,2.592013888888889,2.705208333333333,0.0,0.0,7465.0,7791.0,983,956,720,17.536319444444445,7.1,32.25,70.09666339166667,77.8,77.8,0.0,59.05555555555556,11.62388104861111,3.0,3.51331843620502,111,0,0,0,0.0,0,1.2246467991473532e-16,-1.0
1,2022,7,2976,2976,59.0,73.0,2.245295698924731,2.3639112903225805,0.0,0.0,6682.0,7035.0,1035,989,744,19.308333333333334,9.7,36.6,65.30156285080645,9.200000000000001,9.200000000000001,0.0,56.83736559139785,10.90658896311828,3.0,3.51331843620502,45,0,0,0,0.0,0,-0.4999999999999997,-0.8660254037844388
1,2022,8,2976,2976,441.0,345.0,3.0735887096774195,2.910282258064516,0.0,0.0,9147.0,8661.0,904,891,744,21.08252688172043,10.2,32.35,62.20512102150538,33.8,33.8,0.0,54.89247311827957,10.44988779391129,3.0,3.51331843620502,54,0,0,0,0.0,0,-0.8660254037844385,-0.5000000000000004
1,2022,9,2880,2880,105.0,38.0,2.329513888888889,2.2041666666666666,0.0,0.0,6709.0,6348.0,1096,1094,720,15.081180555555557,4.7,29.45,76.5665695138889,102.4,102.4,0.0,68.28888888888889,11.609448056249999,3.0,3.51331843620502,192,0,0,0,0.0,0,-1.0,-1.8369701987210297e-16
1,2022,10,2921,2921,31.0,25.0,2.6655255049640534,2.4443683669976037,0.0,0.0,7786.0,7140.0,982,1042,744,14.227217741935483,2.65,22.95,81.36253680645162,42.4,42.4,0.0,71.23252688172043,14.089448387096775,3.0,3.51331843620502,90,0,0,0,0.0,0,-0.8660254037844386,0.5000000000000001
1,2022,11,2880,2880,24.0,30.0,1.9697916666666666,1.7618055555555556,0.0,0.0,5673.0,5074.0,1183,1208,720,9.109305555555554,2.05,16.5,85.66128761527777,74.4,74.4,0.0,74.0513888888889,17.515347198055554,3.0,3.51331843620502,148,0,0,0,0.0,0,-0.5000000000000004,0.8660254037844384
1,2022,12,2976,2976,24.0,15.0,1.1666666666666667,1.03125,0.0,0.0,3472.0,3069.0,1515,1578,744,3.7969086021505376,-6.8,15.95,87.25316097580645,83.3,82.7,0.42000001,77.5241935483871,15.599097543682795,3.0,3.51331843620502,171,0,210,0,0.0,0,-2.4492935982947064e-16,1.0
1,2023,1,2976,2976,26.0,28.0,1.3830645161290323,1.25,0.0,0.0,4116.0,3720.0,1414,1512,744,5.239516129032258,-3.3,14.95,85.75571485080646,81.3,71.500000284,6.86000003,81.47849462365592,19.457898414919356,3.0,3.51331843620502,179,0,112,0,0.0,0,0.49999999999999994,0.8660254037844387
1,2023,2,2688,2688,16.0,18.0,1.7075892857142858,1.6610863095238095,0.0,0.0,4590.0,4465.0,1137,1143,672,5.355803571428571,-4.2,12.5,83.21362101488096,11.4,11.4,0.0,66.7797619047619,14.036834911755953,3.0,3.51331843620502,56,0,79,0,1.0,1,0.8660254037844386,0.5000000000000001
1,2023,3,2972,2972,51.0,37.0,1.6625168236877523,1.6413189771197847,0.0,0.0,4941.0,4878.0,1303,1302,744,7.244018817204301,-3.65,17.05,79.26093138037635,121.7,109.199999994,8.74999972,80.35215053763442,17.651526050900536,3.0,3.51331843620502,273,0,43,0,0.0,0,1.0,6.123233995736766e-17
