iter	Logloss
373	0.4877801638
374	0.4877235274
375	0.4876742952
376	0.4874729706
377	0.4874118498
378	0.4872941664
379	0.4872399398
380	0.4871447698
381	0.4870312219
382	0.4869157651
383	0.4868644007
384	0.4868233559
385	0.4867521368
386	0.486685569
387	0.4865768686
388	0.4864976602
389	0.486436657
390	0.4863797897
391	0.486292806
392	0.4862473947
393	0.4862190916
394	0.4860882576
395	0.4859284757
396	0.4858928053
397	0.4858436049
398	0.4857838796
399	0.4857416764
400	0.4855923361
401	0.4855561578
402	0.4854689865
403	0.4854065379
404	0.4853354363
405	0.4852467414
406	0.4852088189
407	0.4850974329
408	0.4850220185
409	0.4849659154
410	0.4848688326
411	0.4848559316
412	0.4847552178
413	0.4847384001
414	0.4846795728
415	0.4846538065
416	0.4845341933
417	0.4844851424
418	0.4844006359
419	0.4843292156
420	0.484286699
421	0.4842039613
422	0.4840729481
423	0.4840265199
424	0.4839764565
425	0.4839216001
426	0.4838048198
427	0.4837247409
428	0.483644476
429	0.4835936233
430	0.4835510418
431	0.4834998703
432	0.48339957
433	0.4833525942
434	0.4833188322
435	0.4832723388
436	0.4832127554
437	0.4831944059
438	0.4831528281
439	0.4830769179
440	0.482979134
441	0.4829330657
442	0.4828984014
443	0.4828451526
444	0.4827495694
445	0.482714821
446	0.4826521988
447	0.4825404193
448	0.4824813251
449	0.4823640949
450	0.4822999413
451	0.4822705812
452	0.4822221967
453	0.4821641388
454	0.482068356
455	0.482031276
456	0.4819904552
457	0.4819328243
458	0.4818403665
459	0.4817826752
460	0.4816793111
461	0.4815918413
462	0.4815311549
463	0.481418166
464	0.4813808633
465	0.4812729653
466	0.4812339024
467	0.4811606711
468	0.4811139311
469	0.4810360007
470	0.4809178782
471	0.480784179
472	0.4807302019
473	0.4806751992
474	0.4805454728
475	0.4804439405
476	0.4803870384
477	0.4803414
478	0.4803107612
479	0.4802162732
480	0.4801535505
481	0.4800790339
482	0.4800391663
483	0.4799616153
484	0.4799045039
485	0.479864625
486	0.4797791698
487	0.4797099943
488	0.4797022513
489	0.4796249603
490	0.4795930348
491	0.4794769175
492	0.4794322326
493	0.4794006734
494	0.4793262855
495	0.4791937293
496	0.479156397
497	0.479109677
498	0.4789681798
499	0.478948252
500	0.4788996856
501	0.4788792928
502	0.4788422856
503	0.4788346312
504	0.4786934869
505	0.4785992056
506	0.4785418215
507	0.4784562858
508	0.4783707647
509	0.4783217657
510	0.4782454649
511	0.4781013709
512	0.4780617902
513	0.4780555183
514	0.4780223461
515	0.4779719972
516	0.4778877729
517	0.4778516164
518	0.4778271232
519	0.4777920427
520	0.4776865386
521	0.4776348144
522	0.4775970819
523	0.4775317885
524	0.4774802198
525	0.4774330877
526	0.4773752805
527	0.4773025449
528	0.4772805477
529	0.4772287314
530	0.4771173816
531	0.4770824854
532	0.4770659185
533	0.4770068902
534	0.4768994565
535	0.4768498693
536	0.4767780049
537	0.4767523952
538	0.4767137264
539	0.4766369835
540	0.4765504207
541	0.4765052291
542	0.4764443946
543	0.4764054415
544	0.4763620034
545	0.4763246709
546	0.4762794795
547	0.4762249736
548	0.4761722909
549	0.4760979677
550	0.476034596
551	0.4759842768
552	0.4759174246
553	0.4758844817
554	0.4758345647
555	0.4758017116
556	0.4757413725
557	0.4756891373
558	0.4756300018
559	0.4755792185
560	0.4754799248
561	0.4754130607
562	0.4753774323
563	0.4753308103
564	0.4752941314
565	0.4752710836
566	0.4752240555
567	0.475181366
568	0.4751391109
569	0.475019264
570	0.4749278102
571	0.4748318105
572	0.4748050026
573	0.4747664076
574	0.4747663922
575	0.4746946375
576	0.4746364536
577	0.4745496815
578	0.4745188052
579	0.4744618584
580	0.4743970598
581	0.4743500143
582	0.4742035792
583	0.4741352088
584	0.4740922309
585	0.4740629982
586	0.4739998151
587	0.4739448749
588	0.4738905106
589	0.4738675536
590	0.4737494167
591	0.4736790127
592	0.4736360961
593	0.4735975583
594	0.4735228093
595	0.4734279092
596	0.4733460332
597	0.473287558
598	0.4732314917
599	0.4731594555
600	0.4731298353
601	0.4731215292
602	0.4730904684
603	0.4730452799
604	0.4729897096
605	0.4729369352
606	0.4728745499
607	0.4728421519
608	0.4727828328
609	0.4727291872
610	0.4726810071
611	0.4726269895
612	0.4725764877
613	0.4725109787
614	0.4723218124
615	0.4722983187
616	0.4721915286
617	0.4721339259
618	0.4721337916
619	0.4720950583
620	0.4720290295
621	0.4719257573
622	0.4718769108
623	0.4718248434
624	0.4717912757
625	0.4717706897
626	0.4716851462
627	0.4715917086
628	0.4715367865
629	0.4714614338
630	0.4714046174
631	0.4713202122
632	0.4712845651
633	0.4712515313
634	0.471094426
635	0.4710428821
636	0.4709948319
637	0.4709235409
638	0.4708634795
639	0.4707520205
640	0.4706785821
641	0.4706404149
642	0.4706021417
643	0.4705344776
644	0.4704949479
645	0.4704436269
646	0.4703713781
647	0.4702380772
648	0.4702146326
649	0.470169285
650	0.4701074368
651	0.4700117438
652	0.4699857397
653	0.4699577833
654	0.4699126106
655	0.4698508979
656	0.4698115604
657	0.4697882625
658	0.4697071239
659	0.4695849607
660	0.4695600879
661	0.469528832
662	0.469497024
663	0.4693815642
664	0.4693315001
665	0.469282269
666	0.4692328113
667	0.4691367031
668	0.4690621223
669	0.4689512906
670	0.4688654425
671	0.4688430914
672	0.4687917005
673	0.4687180349
674	0.468626104
675	0.4685157158
676	0.4684955703
677	0.4684505553
678	0.4684311329
679	0.4683846979
680	0.4682867728
681	0.4682353143
682	0.4681765741
683	0.4681048782
684	0.4680408113
685	0.4679492799
686	0.4678828925
687	0.4677547635
688	0.4677018208
689	0.4676649822
690	0.4675598236
691	0.4675100834
692	0.4674644966
693	0.4674030095
694	0.467317341
695	0.467231329
696	0.4671636802
697	0.4671007438
698	0.4670178797
699	0.4669682528
700	0.4669263765
701	0.4668225946
702	0.4667585802
703	0.4667002098
704	0.4666412675
705	0.4665682703
706	0.4665452544
707	0.46647655
708	0.4664416228
709	0.4663902142
710	0.4662752107
711	0.4661964677
712	0.4661260879
713	0.4660665926
714	0.4660147832
715	0.465953567
716	0.4658418596
717	0.4658062162
718	0.4657699798
719	0.4657047496
720	0.4656045446
721	0.4656045444
722	0.4655202864
723	0.4654367778
724	0.465399356
725	0.465337002
726	0.4652617873
727	0.465186051
728	0.4650746178
729	0.4649931968
730	0.4649189191
731	0.4648627601
732	0.4648323921
733	0.4647970561
734	0.4646866976
735	0.4646180602
736	0.4645421851
737	0.4644511068
738	0.4644046201
739	0.4643914131
740	0.4643181284
741	0.4642557587
742	0.4641842784
743	0.4641142679
744	0.4639772154
745	0.4639218458
746	0.4638749426
747	0.4638173633
748	0.4636706587
749	0.4636173059
750	0.4635609877
751	0.463497678
752	0.463425954
753	0.4633213415
754	0.463296556
755	0.4632550981
756	0.4631953587
757	0.4631181133
758	0.4630681586
759	0.4629397552
760	0.4628559616
761	0.4627306971
762	0.4626490645
763	0.4625473462
764	0.4623872404
765	0.4623322752
766	0.4622457401
767	0.46216845
768	0.4621443437
769	0.4620323381
770	0.4619922201
771	0.4618469943
772	0.4617836849
773	0.4616961864
774	0.4616580924
775	0.4615679791
776	0.4615384505
777	0.4614324245
778	0.4613281953
779	0.4612373909
780	0.4611633333
781	0.4610560042
782	0.4609943332
783	0.4609558025
784	0.4608117708
785	0.4607055555
786	0.460583759
787	0.4605432368
788	0.4603967411
789	0.4602688963
790	0.4601727842
791	0.4599800538
792	0.4598612095
793	0.4597476204
794	0.459689659
795	0.4595790278
796	0.4595539168
797	0.4595116073
798	0.4594184417
799	0.4592706114
800	0.459177641
801	0.4590746995
802	0.458993621
803	0.458907831
804	0.4587540228
805	0.4586298464
806	0.4585942206
807	0.4584549602
808	0.4583274837
809	0.4581773087
810	0.4581207418
811	0.4579269661
812	0.4578358646
813	0.4577128456
814	0.4576052136
815	0.4575336945
816	0.4574033918
817	0.4572627641
818	0.4571695161
819	0.4570956782
820	0.4570454064
821	0.4569652378
822	0.4568847575
823	0.4567710001
824	0.4566138656
825	0.4565193585
826	0.4563812482
827	0.4563206558
828	0.4562331698
829	0.4561286122
830	0.4560216564
831	0.4559331612
832	0.4558226493
833	0.455753077
834	0.4556563677
835	0.4555138733
836	0.4554165774
837	0.4553116938
838	0.4552277527
839	0.4551002335
840	0.4549505546
841	0.4548452183
842	0.4547420028
843	0.4545467165
844	0.4544748384
845	0.4543698308
846	0.4542404967
847	0.4541623936
848	0.4540686491
849	0.4539373899
850	0.4538889494
851	0.4537504679
852	0.4536317666
853	0.4534706945
854	0.4533765878
855	0.4532820463
856	0.4531297078
857	0.4530023366
858	0.4529204774
859	0.4528208709
860	0.4527071143
861	0.452524923
862	0.4523804588
863	0.4522987157
864	0.4521379911
865	0.4520509388
866	0.451873671
867	0.4518036859
868	0.451726187
869	0.4516373285
870	0.4514723733
871	0.4513990148
872	0.4512487914
873	0.4510892692
874	0.4509827902
875	0.4508662709
876	0.4507580842
877	0.4506022517
878	0.4504750066
879	0.4503547064
880	0.4502175977
881	0.450084159
882	0.4499735654
883	0.4498775733
884	0.4497372277
885	0.4496487226
886	0.4495079045
887	0.449375271
888	0.449298685
889	0.4491766649
890	0.4490562305
891	0.4489362417
892	0.4487710044
893	0.4486772244
894	0.4485930109
895	0.4484762627
896	0.4482600231
897	0.4481265787
898	0.4480035695
899	0.4478879331
900	0.4477833912
901	0.4476222186
902	0.4475341935
903	0.4473577881
904	0.4472265891
905	0.4471099435
906	0.4469829751
907	0.446886987
908	0.4467199323
909	0.4466009982
910	0.4464384823
911	0.4463133543
912	0.4461569418
913	0.4460151976
914	0.4458550482
915	0.4456598257
916	0.4453672331
917	0.4452622395
918	0.4451480538
919	0.444955063
920	0.4448838089
921	0.4447541098
