crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_NL,TX_CROSSWAY_NL,CD_ROAD_TYPE_NL,TX_BUILD_UP_AREA_NL,TX_COLLISION_TYPE_NL,TX_OBSTACLES_NL
498,113,Deinze teller 2,Deinze,50.96018,3.55578,0.3210232865314918,50.959475002783165,3.5513351903633463,2017,2,4,44083,Deinze,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,4,Vrachtwagen,3,Fiets,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
531,126,Hamme totem,Hamme,51.1017709,4.1469307,0.7724041368292942,51.09520889474282,4.14330208488714,2017,2,8,42008,Hamme,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
542,10,Aalst 2,Aalst,50.93549,4.01571,0.9221202636529083,50.94367804211279,4.017795461512846,2017,2,15,41002,Aalst,Normaal,Droog,Dag,met zwaargewonden,3,Fiets,9,personenauto,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
556,125,Dendermonde totem,Dendermonde,51.0372706,4.1025998,0.6059838894987786,51.03256325550723,4.106966553789455,2017,2,20,42006,Dendermonde,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
556,122,Dendermonde teller 2,Dendermonde,51.0373918,4.1019222,0.6424064285288023,51.03256325550723,4.106966553789455,2017,2,20,42006,Dendermonde,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
581,15,Oostende 2,Oostende,51.21371,2.92743,0.843018685212302,51.2143314743866,2.9153677771720328,2017,2,18,35013,Oostende,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
581,18,Oostende 1,Oostende,51.21378,2.92765,0.8576996496154057,51.2143314743866,2.9153677771720328,2017,2,18,35013,Oostende,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
588,51,"Brugge, Sint-Andries",Brugge,51.19281,3.16252,0.7409484312315366,51.19129835781976,3.1521647091165166,2017,2,12,31012,Jabbeke,Sneeuwval,"Nat, plassen",Dag,met lichtgewonden,9,personenauto,3,Fiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
588,50,"Brugge, Sint-Andries",Brugge,51.19291,3.16252,0.7435490392436334,51.19129835781976,3.1521647091165166,2017,2,12,31012,Jabbeke,Sneeuwval,"Nat, plassen",Dag,met lichtgewonden,9,personenauto,3,Fiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
611,16,Kortrijk 1,Kortrijk,50.83332,3.27777,0.6023945975790037,50.829351636832186,3.27193098095588,2017,2,14,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
