crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_NL,TX_CROSSWAY_NL,CD_ROAD_TYPE_NL,TX_BUILD_UP_AREA_NL,TX_COLLISION_TYPE_NL,TX_OBSTACLES_NL
110,76,Heverlee teller 2,Leuven,50.84606,4.69597,1.8815985965672108,50.8629816031238,4.695929211003067,2017,1,17,24062,Leuven,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,6,Bromfiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
110,69,Leuven teller 1,Leuven,50.87549,4.71526,1.9428529624638518,50.8629816031238,4.695929211003067,2017,1,17,24062,Leuven,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,6,Bromfiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
111,151,Leuven,District Leuven,50.8690262,4.6854839,1.8113084688634462,50.864895532265884,4.660517201813482,2017,1,22,24062,Leuven,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gewestweg,buiten bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
112,151,Leuven,District Leuven,50.8690262,4.6854839,1.024681236167036,50.862579072271274,4.695916440059476,2017,1,12,24062,Leuven,Normaal,Onbekend,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
112,108,Heverlee teller 1,Leuven,50.8471728,4.6954674,1.7133892791670353,50.862579072271274,4.695916440059476,2017,1,12,24062,Leuven,Normaal,Onbekend,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
112,76,Heverlee teller 2,Leuven,50.84606,4.69597,1.836840877242474,50.862579072271274,4.695916440059476,2017,1,12,24062,Leuven,Normaal,Onbekend,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
112,69,Leuven teller 1,Leuven,50.87549,4.71526,1.9757626795460985,50.862579072271274,4.695916440059476,2017,1,12,24062,Leuven,Normaal,Onbekend,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
113,107,leuven totem,Leuven,50.8870744,4.7087919,2.316969680787639,50.90738031018137,4.7162033498893,2017,1,18,24062,Leuven,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gewestweg,buiten bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
113,77,Leuven teller 2,Leuven,50.88672,4.70796,2.3689483656944637,50.90738031018137,4.7162033498893,2017,1,18,24062,Leuven,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gewestweg,buiten bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
114,69,Leuven teller 1,Leuven,50.87549,4.71526,0.9740730149182517,50.87220435054805,4.702391312392832,2017,1,15,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
114,151,Leuven,District Leuven,50.8690262,4.6854839,1.2379435578263476,50.87220435054805,4.702391312392832,2017,1,15,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
114,77,Leuven teller 2,Leuven,50.88672,4.70796,1.6606781225357194,50.87220435054805,4.702391312392832,2017,1,15,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
114,107,leuven totem,Leuven,50.8870744,4.7087919,1.713367457590941,50.87220435054805,4.702391312392832,2017,1,15,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
115,69,Leuven teller 1,Leuven,50.87549,4.71526,0.5181277321978882,50.87250373304537,4.720928412543435,2017,1,12,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
115,77,Leuven teller 2,Leuven,50.88672,4.70796,1.8239176270699904,50.87250373304537,4.720928412543435,2017,1,12,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
115,107,leuven totem,Leuven,50.8870744,4.7087919,1.830303786506769,50.87250373304537,4.720928412543435,2017,1,12,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tussen 2 bestuurders: Langs achteren,Geen hindernis
116,77,Leuven teller 2,Leuven,50.88672,4.70796,1.0898540980760167,50.88035270433568,4.69614927982531,2017,1,12,24062,Leuven,Normaal,Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
116,107,leuven totem,Leuven,50.8870744,4.7087919,1.1598472566288993,50.88035270433568,4.69614927982531,2017,1,12,24062,Leuven,Normaal,Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
116,69,Leuven teller 1,Leuven,50.87549,4.71526,1.445749969831683,50.88035270433568,4.69614927982531,2017,1,12,24062,Leuven,Normaal,Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
116,151,Leuven,District Leuven,50.8690262,4.6854839,1.4650044836054807,50.88035270433568,4.69614927982531,2017,1,12,24062,Leuven,Normaal,Proper,Dag,met lichtgewonden,9,personenauto,3,Fiets,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
117,151,Leuven,District Leuven,50.8690262,4.6854839,2.295032188258623,50.861442556386535,4.655069412084768,2017,1,17,24062,Leuven,Normaal,Droog,Dageraad - schemering,met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
118,69,Leuven teller 1,Leuven,50.87549,4.71526,0.7210048640821133,50.87319276484092,4.70565088503165,2017,1,7,24062,Leuven,Regenval,"Nat, plassen",Dageraad - schemering,met lichtgewonden,8,Voetganger,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Met een voetganger,Geen hindernis
118,151,Leuven,District Leuven,50.8690262,4.6854839,1.4890559732882853,50.87319276484092,4.70565088503165,2017,1,7,24062,Leuven,Regenval,"Nat, plassen",Dageraad - schemering,met lichtgewonden,8,Voetganger,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Met een voetganger,Geen hindernis
118,77,Leuven teller 2,Leuven,50.88672,4.70796,1.5128589171963116,50.87319276484092,4.70565088503165,2017,1,7,24062,Leuven,Regenval,"Nat, plassen",Dageraad - schemering,met lichtgewonden,8,Voetganger,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Met een voetganger,Geen hindernis
118,107,leuven totem,Leuven,50.8870744,4.7087919,1.559218362333575,50.87319276484092,4.70565088503165,2017,1,7,24062,Leuven,Regenval,"Nat, plassen",Dageraad - schemering,met lichtgewonden,8,Voetganger,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Met een voetganger,Geen hindernis
119,77,Leuven teller 2,Leuven,50.88672,4.70796,0.45790435732223544,50.88278071837383,4.706057733914377,2017,1,10,24062,Leuven,Regenval,"Nat, plassen",Dag,met lichtgewonden,6,Bromfiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
119,107,leuven totem,Leuven,50.8870744,4.7087919,0.5145224546372916,50.88278071837383,4.706057733914377,2017,1,10,24062,Leuven,Regenval,"Nat, plassen",Dag,met lichtgewonden,6,Bromfiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
119,69,Leuven teller 1,Leuven,50.87549,4.71526,1.036364609665047,50.88278071837383,4.706057733914377,2017,1,10,24062,Leuven,Regenval,"Nat, plassen",Dag,met lichtgewonden,6,Bromfiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
119,151,Leuven,District Leuven,50.8690262,4.6854839,2.1030913154235287,50.88278071837383,4.706057733914377,2017,1,10,24062,Leuven,Regenval,"Nat, plassen",Dag,met lichtgewonden,6,Bromfiets,3,Fiets,Buiten Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
121,101,Diest teller 1,Diest,50.97799,5.04481,1.4666795050981998,50.99102636396916,5.041619680135537,2017,1,8,24020,Diest,Normaal,Proper,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gewestweg,buiten bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
121,102,Diest teller 2,Diest,50.9779,5.04474,1.4758380154857706,50.99102636396916,5.041619680135537,2017,1,8,24020,Diest,Normaal,Proper,Dag,met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gewestweg,buiten bebouwde kom,Tussen 2 bestuurders: Frontale botsing,Geen hindernis
124,85,Asse teller 1,Asse,50.89621,4.17294,2.466644726893878,50.91455285701342,4.192722815854107,2017,1,16,23002,Asse,Onbekend,Onbekend,Onbekend,met lichtgewonden,3,Fiets,7,Motorfiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
125,152,Opwijk,District Vilvoorde-gewestwegen,50.968901168564656,4.149169474840164,2.459607053334173,50.97418981462732,4.183277822351577,2017,1,13,23060,Opwijk,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto,Op Kruispunt,Gemeenteweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
128,47,Vilvoorde,Vilvoorde,50.91372,4.41497,1.6173844606012306,50.92702741741334,4.424285193200369,2017,1,16,23088,Vilvoorde,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
129,47,Vilvoorde,Vilvoorde,50.91372,4.41497,0.9524695712098704,50.919147389317665,4.425481323406649,2017,1,12,23088,Vilvoorde,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
129,1,Machelen,Machelen,50.91618331151478,4.456121776137429,2.1730767147737016,50.919147389317665,4.425481323406649,2017,1,12,23088,Vilvoorde,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets,Buiten Kruispunt,Gewestweg,binnen bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
130,1,Machelen,Machelen,50.91618331151478,4.456121776137429,2.071511361862323,50.912600312172465,4.485118288089624,2017,1,8,23081,Steenokkerzeel,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,3,Fiets,9,personenauto,Buiten Kruispunt,Gewestweg,buiten bebouwde kom,Tss. 2 best.: langs opzij (voor-/achterkant-flank),Geen hindernis
