site_id,months_observed,total_crashes,average_monthly_crashes,total_cyclists,average_monthly_cyclists,crash_month_share,crashes_per_10000_cyclists,smoothed_crashes_per_10000_cyclists,radius_key,radius_label,site_nr,long,lat,naam,gemeente,datum_van,historical_risk_rank
52,30,27.0,0.9,794678.0,26489.266666666666,0.43333333333333335,0.339760255097033,0.3402100498489657,1km_bike,1.0 km,300024459,3.24095,51.22632,Brugge,Brugge,2022-06-01,62
71,29,10.0,0.3448275862068966,306965.0,10585.0,0.27586206896551724,0.32577003892951967,0.32734505218349386,1km_bike,1.0 km,300025574,4.59164,50.95589,Kampenhout teller 2,Kampenhout,2022-07-07,63
129,26,7.0,0.2692307692307692,219261.0,8433.115384615385,0.23076923076923078,0.31925422213708776,0.32171096666654353,1km_bike,1.0 km,300028478,3.97025,51.09612,Lokeren teller 2,Lokeren,2022-10-29,64
107,28,111.0,3.9642857142857144,3466478.0,123802.78571428571,1.0,0.32020973449131945,0.3203689207360414,1km_bike,1.0 km,300026758,4.7087919,50.8870744,leuven totem,Leuven,2022-08-23,65
33,31,2.0,0.06451612903225806,70059.0,2259.967741935484,0.06451612903225806,0.28547367219058223,0.2966647224952795,1km_bike,1.0 km,300023453,5.20936,50.97978,Lummen,Lummen,2022-04-14,66
30,31,10.0,0.3225806451612903,340750.0,10991.935483870968,0.2903225806451613,0.293470286133529,0.2957961632685586,1km_bike,1.0 km,300023450,5.17691,50.94374,Herk De Stad,Herk-de-Stad,2022-04-14,67
38,31,7.0,0.22580645161290322,241795.0,7799.8387096774195,0.16129032258064516,0.2895014371678488,0.29289665885859334,1km_bike,1.0 km,300023528,5.29189,51.23277,Lommel teller 2,Lommel,2022-04-20,68
32,31,2.0,0.06451612903225806,71335.0,2301.1290322580644,0.06451612903225806,0.2803672811382912,0.29199891222548324,1km_bike,1.0 km,300023452,5.20961,50.97971,Lummen,Lummen,2022-04-14,69
37,31,7.0,0.22580645161290322,243479.0,7854.1612903225805,0.16129032258064516,0.2874991272347923,0.29094922227859304,1km_bike,1.0 km,300023527,5.29211,51.23299,Lommel teller 1,Lommel,2022-04-20,70
115,27,15.0,0.5555555555555556,520736.0,19286.51851851852,0.48148148148148145,0.2880538315000307,0.28969065937943816,1km_bike,1.0 km,300027871,3.4350591,51.1058367,Aalter,Aalter,2022-10-01,71
143,12,44.0,3.6666666666666665,1530083.0,127506.91666666667,1.0,0.28756609935539446,0.2881331362273618,1km_bike,1.0 km,100038932,3.26286,50.83066,Eco Display Classic Budastraat,Kortrijk,2023-12-08,72
63,29,17.0,0.5862068965517241,617793.0,21303.206896551725,0.3448275862068966,0.27517307577133443,0.2767578325437596,1km_bike,1.0 km,300025204,2.74289,51.13529,Nieuwpoort teller 3,Nieuwpoort,2022-06-24,73
9,62,18.0,0.2903225806451613,666557.0,10750.91935483871,0.24193548387096775,0.27004442230746956,0.2715892055666479,1km_bike,1.0 km,100052869,4.69524,51.06904,Heist op den Berg 2,Heist-op-den-Berg,2019-08-22,74
136,22,6.0,0.2727272727272727,228956.0,10407.09090909091,0.22727272727272727,0.26205908558849733,0.26676290194750546,1km_bike,1.0 km,300030728,3.7587918,51.0876313,Gent R4,Gent,2023-03-01,75
98,29,8.0,0.27586206896551724,304024.0,10483.586206896553,0.20689655172413793,0.2631371207536247,0.2666820993122559,1km_bike,1.0 km,300026111,4.99643,51.1481,Geel teller 2,Geel,2022-07-26,76
97,29,8.0,0.27586206896551724,309891.0,10685.896551724138,0.20689655172413793,0.2581552868589278,0.26178787017703786,1km_bike,1.0 km,300026110,4.99698,51.14813,Geel teller 1,Geel,2022-07-26,77
88,29,6.0,0.20689655172413793,238102.0,8210.413793103447,0.1724137931034483,0.25199284340324735,0.25692091621055313,1km_bike,1.0 km,300025933,4.91325,51.082,Westerlo teller 1,Westerlo,2022-07-16,78
138,20,29.0,1.45,1139955.0,56997.75,0.75,0.2543960068599199,0.2554380748772424,1km_bike,1.0 km,300031574,5.3422472,50.9405318,Hasselt-Kempische brug,Hasselt,2023-04-20,79
137,20,28.0,1.4,1120640.0,56032.0,0.75,0.24985722444317532,0.2509564312079641,1km_bike,1.0 km,300031561,5.3417576,50.9411605,Hasselt-Kempische brug,Hasselt,2023-04-19,80
31,31,8.0,0.25806451612903225,339716.0,10958.58064516129,0.25806451612903225,0.23549082174522248,0.2394486885225043,1km_bike,1.0 km,300023451,5.1775,50.94366,Herk De Stad,Herk-de-Stad,2022-04-14,81
111,27,8.0,0.2962962962962963,341529.0,12649.222222222223,0.2222222222222222,0.23424072333535367,0.23821302395420144,1km_bike,1.0 km,300027064,4.4597084,50.8871216,Zaventem totem,Zaventem,2022-09-02,82
8,62,13.0,0.20967741935483872,552929.0,8918.209677419354,0.20967741935483872,0.2351115604354266,0.2375764200257884,1km_bike,1.0 km,100052868,4.68823,51.06759,Heist op den Berg 1,Heist-op-den-Berg,2019-08-22,83
4,62,6.0,0.0967741935483871,266711.0,4301.790322580645,0.0967741935483871,0.22496259996775536,0.23033845283481208,1km_bike,1.0 km,100052864,5.19011,51.16023,Balen 1,Balen,2019-08-22,84
47,30,14.0,0.4666666666666667,621803.0,20726.766666666666,0.3333333333333333,0.22515169595514978,0.22750225379725886,1km_bike,1.0 km,300024198,4.41497,50.91372,Vilvoorde,Vilvoorde,2022-05-19,85
142,2,4.0,2.0,184494.0,92247.0,1.0,0.2168092187279803,0.2248710551839735,1km_bike,1.0 km,300036881,3.24095,51.22632,TEST Validatie BRUGGE Y2H22022134,Brugge,2023-10-24,86
124,25,5.0,0.2,228990.0,9159.6,0.16,0.218350146294598,0.2248465040830273,1km_bike,1.0 km,300027967,4.2361077,51.1964712,Beveren teller 2,Beveren,2022-10-06,87
121,26,6.0,0.23076923076923078,277530.0,10674.23076923077,0.23076923076923078,0.21619284401686303,0.22166528234333346,1km_bike,1.0 km,300027923,4.0556696,51.0604067,Zele teller 2,Zele,2022-10-05,88
76,29,5.0,0.1724137931034483,243727.0,8404.379310344828,0.1724137931034483,0.20514756264180825,0.21177646153994323,1km_bike,1.0 km,300025592,4.69597,50.84606,Heverlee teller 2,Leuven,2022-07-07,89
5,62,6.0,0.0967741935483871,298175.0,4809.274193548387,0.0967741935483871,0.2012241133562505,0.20680585621468806,1km_bike,1.0 km,100052865,5.19003,51.16018,Balen 2,Balen,2019-08-22,90
82,29,1.0,0.034482758620689655,56526.0,1949.1724137931035,0.034482758620689655,0.1769097406503202,0.20642029096041004,1km_bike,1.0 km,300025812,4.33336,50.75128,Beersel teller 1,Beersel,2022-07-13,91
66,29,20.0,0.6896551724137931,996738.0,34370.275862068964,0.3793103448275862,0.20065453509347492,0.2023679364663822,1km_bike,1.0 km,300025380,2.74369,51.1347,Nieuwpoort totem,Nieuwpoort,2022-06-30,92
96,29,5.0,0.1724137931034483,255882.0,8823.51724137931,0.13793103448275862,0.19540256837135866,0.20208752212626088,1km_bike,1.0 km,300026105,4.58444,51.11705,Lier teller 2,Lier,2022-07-26,93
83,29,1.0,0.034482758620689655,58543.0,2018.7241379310344,0.034482758620689655,0.1708146148984507,0.20032791792772547,1km_bike,1.0 km,300025813,4.33304,50.75175,Beersel teller 2,Beersel,2022-07-13,94
21,62,9.0,0.14516129032258066,462798.0,7464.4838709677415,0.12903225806451613,0.19446929329858814,0.19824672049129177,1km_bike,1.0 km,100052875,5.50161,50.86015,Bilzen,Bilzen,2019-08-31,95
100,29,25.0,0.8620689655172413,1304366.0,44978.137931034486,0.6206896551724138,0.19166399614832033,0.19304333348974864,1km_bike,1.0 km,300026137,4.46883,51.0457,Mechelen teller 2,Mechelen,2022-07-28,96
95,29,5.0,0.1724137931034483,269521.0,9293.827586206897,0.13793103448275862,0.18551430129748703,0.1922196416165181,1km_bike,1.0 km,300026104,4.58437,51.11687,Lier teller 1,Lier,2022-07-26,97
62,29,8.0,0.27586206896551724,425723.0,14680.103448275862,0.2413793103448276,0.1879156164924141,0.19216202660781387,1km_bike,1.0 km,300024594,3.09154,50.8058,Wervik teller 1,Wervik,2022-06-05,98
49,30,6.0,0.2,322550.0,10751.666666666666,0.2,0.18601767167880948,0.19163827435288713,1km_bike,1.0 km,300024444,5.41001,50.95264,Bokrijk,Genk,2022-06-01,99
39,31,3.0,0.0967741935483871,171147.0,5520.870967741936,0.0967741935483871,0.1752879103928202,0.18619242883674622,1km_bike,1.0 km,300023529,5.47817,51.13425,Peer teller 1,Peer,2022-04-20,100
135,22,4.0,0.18181818181818182,234345.0,10652.045454545454,0.13636363636363635,0.17068851479656064,0.1789548673503759,1km_bike,1.0 km,300030477,5.1040064,51.2544998,Retie 2,Dessel,2023-02-15,101
12,49,9.0,0.1836734693877551,516383.0,10538.42857142857,0.1836734693877551,0.17428923880143227,0.17805769656024567,1km_bike,1.0 km,100052872,4.47803,50.81896,Tervuren,Kraainem,2019-08-22,102
134,22,4.0,0.18181818181818182,236494.0,10749.727272727272,0.13636363636363635,0.16913748340338444,0.17739340229209735,1km_bike,1.0 km,300030476,5.1037658,51.2548405,Retie,Dessel,2023-02-15,103
78,29,1.0,0.034482758620689655,68457.0,2360.5862068965516,0.034482758620689655,0.14607709949311246,0.17494820994871532,1km_bike,1.0 km,300025808,4.1652,50.75824,Pepingen teller 1,Pepingen,2022-07-13,104
40,31,3.0,0.0967741935483871,185712.0,5990.709677419355,0.0967741935483871,0.16154044972861203,0.1723214578763675,1km_bike,1.0 km,300023530,5.47892,51.13438,Peer teller 2,Peer,2022-04-20,105
61,29,7.0,0.2413793103448276,426100.0,14693.103448275862,0.2413793103448276,0.16428068528514433,0.16905460297850933,1km_bike,1.0 km,300024592,3.0921,50.80555,Wervik teller 2,Wervik,2022-06-05,106
84,29,7.0,0.2413793103448276,434201.0,14972.448275862069,0.20689655172413793,0.16121565818595535,0.16597010061367867,1km_bike,1.0 km,300025814,3.18772,50.91717,Roeselare totem,Izegem,2022-07-13,107
2,62,20.0,0.3225806451612903,1274996.0,20564.451612903227,0.27419354838709675,0.1568632372179991,0.15853946045546016,1km_bike,1.0 km,100052862,4.47169,51.27512,Brasschaat 2,Brasschaat,2019-08-22,108
72,29,3.0,0.10344827586206896,205046.0,7070.551724137931,0.10344827586206896,0.1463086331847488,0.1568139904684678,1km_bike,1.0 km,300025575,4.64689,50.89135,Herent teller 1,Herent,2022-07-07,109
131,23,3.0,0.13043478260869565,216777.0,9425.08695652174,0.13043478260869565,0.13839106547281307,0.1486948374245964,1km_bike,1.0 km,300030111,3.558569,51.0276612,Nevele,Deinze,2023-01-25,110
27,39,5.0,0.1282051282051282,357134.0,9157.28205128205,0.1282051282051282,0.14000347208610772,0.14632283156407494,1km_bike,1.0 km,300019372,4.34013,50.92127,Grimbergen,Meise,2021-08-14,111
50,30,6.0,0.2,430694.0,14356.466666666667,0.2,0.13931004378979042,0.14458951951795054,1km_bike,1.0 km,300024454,3.16252,51.19291,"Brugge, Sint-Andries",Brugge,2022-06-01,112
127,26,5.0,0.19230769230769232,370909.0,14265.73076923077,0.15384615384615385,0.1348039546088124,0.14102845834174133,1km_bike,1.0 km,300028385,4.9400421,51.1342966,Geel totem,Westerlo,2022-10-26,113
48,30,7.0,0.23333333333333334,548107.0,18270.233333333334,0.2,0.127712289753643,0.13208432954305144,1km_bike,1.0 km,300024443,5.60389,51.00509,As,As,2022-06-01,114
3,62,15.0,0.24193548387096775,1170432.0,18877.935483870966,0.20967741935483872,0.12815780839895013,0.13022080872239722,1km_bike,1.0 km,100052863,4.47222,51.27503,Brasschaat 1,Brasschaat,2019-08-22,115
113,27,2.0,0.07407407407407407,182320.0,6752.592592592592,0.07407407407407407,0.10969723562966213,0.12331220768243119,1km_bike,1.0 km,300027489,3.55578,50.96018,Deinze teller 2,Deinze,2022-09-21,116
51,30,6.0,0.2,545337.0,18177.9,0.2,0.1100237101095286,0.1147297177115447,1km_bike,1.0 km,300024455,3.16252,51.19281,"Brugge, Sint-Andries",Brugge,2022-06-01,117
64,29,23.0,0.7931034482758621,2031903.0,70065.62068965517,0.41379310344827586,0.11319437984982551,0.11445871919311426,1km_bike,1.0 km,300025205,2.75737,51.13359,Nieuwpoort teller 1,Nieuwpoort,2022-06-24,118
43,31,4.0,0.12903225806451613,393839.0,12704.483870967742,0.0967741935483871,0.1015643448211071,0.10824198998160915,1km_bike,1.0 km,300023680,5.79715,51.09344,Maaseik teller 1,Maaseik,2022-04-28,119
44,31,4.0,0.12903225806451613,430772.0,13895.870967741936,0.0967741935483871,0.09285654592220478,0.09916802891541679,1km_bike,1.0 km,300023682,5.79726,51.09359,Maaseik teller 2,Maaseik,2022-04-28,120
110,28,8.0,0.2857142857142857,841546.0,30055.214285714286,0.25,0.0950631338037374,0.09830392556135961,1km_bike,1.0 km,300026986,4.811783,51.1739426,Herentals totem,Herentals,2022-08-31,121
112,27,4.0,0.14814814814814814,439214.0,16267.185185185184,0.1111111111111111,0.09107177822200567,0.09730353688214818,1km_bike,1.0 km,300027129,4.9394789,51.1354992,Geel teller 2,Westerlo,2022-09-06,122
103,28,1.0,0.03571428571428571,141910.0,5068.214285714285,0.03571428571428571,0.07046719751955464,0.09024207761184784,1km_bike,1.0 km,300026302,4.73872,51.31681,Malle teller 1,Malle,2022-08-03,123
89,29,6.0,0.20689655172413793,700964.0,24171.172413793105,0.1724137931034483,0.08559640723346705,0.08960867936136266,1km_bike,1.0 km,300025934,4.91334,51.08191,Westerlo teller 2,Westerlo,2022-07-16,124
104,28,1.0,0.03571428571428571,149240.0,5330.0,0.03571428571428571,0.06700616456714018,0.0860828158769955,1km_bike,1.0 km,300026303,4.73852,51.31682,Malle teller 2,Malle,2022-08-03,125
90,29,1.0,0.034482758620689655,155863.0,5374.586206896552,0.034482758620689655,0.06415890878527938,0.08264125961518533,1km_bike,1.0 km,300026025,4.6243,51.35752,Brecht teller 1,Brecht,2022-07-21,126
91,29,1.0,0.034482758620689655,158001.0,5448.310344827586,0.034482758620689655,0.06329073866621097,0.08158828199002842,1km_bike,1.0 km,300026026,4.62422,51.35739,Brecht teller 2,Brecht,2022-07-21,127
