model,threshold,accuracy,precision,recall,f1,balanced_precision_recall,tn,fp,fn,tp
random_forest,0.38,0.6949152542372882,0.48709122203098104,0.5787321063394683,0.5289719626168224,0.5329116641852246,865,298,206,283
random_forest,0.39,0.7039951573849879,0.5,0.5460122699386503,0.5219941348973607,0.5230061349693251,896,267,222,267
random_forest,0.4,0.7100484261501211,0.5098814229249012,0.5276073619631901,0.5185929648241207,0.5187443924440457,915,248,231,258
random_forest,0.41,0.7197336561743342,0.5278969957081545,0.5030674846625767,0.5151832460732985,0.5154822401853656,943,220,243,246
random_forest,0.42,0.7239709443099274,0.5374149659863946,0.48466257668711654,0.5096774193548387,0.5110387713367556,959,204,252,237
random_forest,0.43,0.7306295399515739,0.5531400966183575,0.46830265848670755,0.5071982281284607,0.5107213775525326,978,185,260,229
random_forest,0.44,0.7318401937046005,0.5602094240837696,0.4376278118609407,0.49138920780711826,0.49891861797235515,995,168,275,214
random_forest,0.45,0.7421307506053268,0.5897435897435898,0.4233128834355828,0.4928571428571429,0.5065282365895862,1019,144,282,207
random_forest,0.46,0.7421307506053268,0.5940298507462687,0.4069529652351738,0.4830097087378641,0.5004914079907212,1027,136,290,199
random_forest,0.47,0.7439467312348669,0.6037735849056604,0.39263803680981596,0.4758364312267658,0.4982058108577382,1037,126,297,192
random_forest,0.48,0.7415254237288136,0.6026490066225165,0.3721881390593047,0.46017699115044247,0.4874185728409106,1043,120,307,182
random_forest,0.49,0.7403147699757869,0.6041666666666666,0.3558282208588957,0.44787644787644787,0.4799974437627812,1049,114,315,174
random_forest,0.5,0.7409200968523002,0.6101083032490975,0.3456032719836401,0.4412532637075718,0.4778557876163688,1055,108,320,169
random_forest,0.51,0.7403147699757869,0.6136363636363636,0.3312883435582822,0.4302788844621514,0.4724623535973229,1061,102,327,162
random_forest,0.52,0.7403147699757869,0.6219512195121951,0.3128834355828221,0.4163265306122449,0.46741732754750864,1070,93,336,153
random_forest,0.53,0.7354721549636803,0.6140350877192983,0.28629856850715746,0.3905160390516039,0.45016682811322783,1075,88,349,140
random_forest,0.54,0.736682808716707,0.6261682242990654,0.2740286298568507,0.3812233285917496,0.45009842707795805,1083,80,355,134
random_forest,0.55,0.7360774818401937,0.6305418719211823,0.261758691206544,0.3699421965317919,0.44615028156386316,1088,75,361,128
random_forest,0.56,0.7324455205811138,0.6243386243386243,0.24130879345603273,0.3480825958702065,0.4328237088973285,1092,71,371,118
random_forest,0.57,0.7330508474576272,0.6379310344827587,0.22699386503067484,0.334841628959276,0.43246244975671677,1100,63,378,111
random_forest,0.58,0.7312348668280871,0.6363636363636364,0.2147239263803681,0.3211009174311927,0.4255437813720022,1103,60,384,105
random_forest,0.59,0.7294188861985472,0.6363636363636364,0.20040899795501022,0.3048211508553655,0.4183863171593233,1107,56,391,98
random_forest,0.6,0.7282082324455206,0.6388888888888888,0.18813905930470348,0.29067930489731436,0.41351397409679613,1111,52,397,92
random_forest,0.61,0.7312348668280871,0.6666666666666666,0.18404907975460122,0.28846153846153844,0.4253578732106339,1118,45,399,90
random_forest,0.62,0.7318401937046005,0.6796875,0.17791411042944785,0.2820097244732577,0.4288008052147239,1122,41,402,87
random_forest,0.63,0.7318401937046005,0.6885245901639344,0.17177914110429449,0.27495908346972175,0.43015186563411445,1125,38,405,84
random_forest,0.64,0.7306295399515739,0.6929824561403509,0.16155419222903886,0.2620232172470978,0.4272683241846949,1128,35,410,79
random_forest,0.65,0.7318401937046005,0.7129629629629629,0.1574642126789366,0.25795644891122277,0.43521358782094977,1132,31,412,77
random_forest,0.66,0.7276029055690073,0.693069306930693,0.14314928425357873,0.23728813559322035,0.4181092955921359,1132,31,419,70
random_forest,0.67,0.725181598062954,0.6881720430107527,0.130879345603272,0.21993127147766323,0.40952569430701236,1134,29,425,64
random_forest,0.68,0.7227602905569007,0.6867469879518072,0.1165644171779141,0.1993006993006993,0.40165570256486066,1137,26,432,57
random_forest,0.69,0.7221549636803875,0.7027027027027027,0.10633946830265849,0.1847246891651865,0.4045210855026806,1141,22,437,52
random_forest,0.7,0.7203389830508474,0.7014925373134329,0.09611451942740286,0.16906474820143885,0.3988035283704179,1143,20,442,47
random_forest,0.71,0.7203389830508474,0.7076923076923077,0.09406952965235174,0.16606498194945848,0.4008809186723297,1144,19,443,46
random_forest,0.72,0.7209443099273608,0.75,0.08588957055214724,0.15412844036697249,0.4179447852760736,1149,14,447,42
random_forest,0.73,0.7215496368038741,0.7735849056603774,0.08384458077709611,0.15129151291512916,0.42871474321873676,1151,12,448,41
random_forest,0.74,0.7209443099273608,0.7692307692307693,0.081799591002045,0.1478743068391867,0.42551518011640715,1151,12,449,40
random_forest,0.75,0.7173123486682809,0.7619047619047619,0.065439672801636,0.12052730696798493,0.4136722173531989,1153,10,457,32
random_forest,0.76,0.7167070217917676,0.8,0.05725971370143149,0.10687022900763359,0.42862985685071575,1156,7,461,28
random_forest,0.77,0.7130750605326877,0.7586206896551724,0.044989775051124746,0.08494208494208494,0.4018052323531486,1156,7,467,22
random_forest,0.78,0.7124697336561744,0.8181818181818182,0.03680981595092025,0.07045009784735812,0.42749581706636924,1159,4,471,18
random_forest,0.79,0.7106537530266344,0.7894736842105263,0.03067484662576687,0.05905511811023622,0.4100742654181466,1159,4,474,15
random_forest,0.8,0.7106537530266344,0.8666666666666667,0.026584867075664622,0.051587301587301584,0.4466257668711657,1161,2,476,13
random_forest,0.81,0.7094430992736077,0.8461538461538461,0.022494887525562373,0.043824701195219126,0.43432436683970427,1161,2,478,11
random_forest,0.82,0.7076271186440678,0.8,0.016359918200409,0.03206412825651302,0.40817995910020455,1161,2,481,8
random_forest,0.83,0.7070217917675545,0.8571428571428571,0.012269938650306749,0.024193548387096774,0.43470639789658194,1162,1,483,6
random_forest,0.84,0.7052058111380145,0.75,0.006134969325153374,0.012170385395537525,0.37806748466257667,1162,1,486,3
random_forest,0.85,0.7052058111380145,1.0,0.00408997955010225,0.008146639511201629,0.5020449897750511,1163,0,487,2
random_forest,0.86,0.7046004842615012,1.0,0.002044989775051125,0.004081632653061225,0.5010224948875256,1163,0,488,1
random_forest,0.87,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.88,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.89,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.9,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.91,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.92,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.93,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.94,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
random_forest,0.95,0.7039951573849879,0.0,0.0,0.0,0.0,1163,0,489,0
