model,threshold,accuracy,precision,recall,f1,balanced_precision_recall,tn,fp,fn,tp
catboost_classifier,0.84,0.7191283292978208,0.7192982456140351,0.08384458077709611,0.15018315018315018,0.4015714131955656,1147,16,448,41
catboost_classifier,0.85,0.7179176755447942,0.7254901960784313,0.07566462167689161,0.13703703703703704,0.40057740887766147,1149,14,452,37
catboost_classifier,0.86,0.7197336561743342,0.7954545454545454,0.07157464212678936,0.13133208255159476,0.43351459379066737,1154,9,454,35
catboost_classifier,0.87,0.7197336561743342,0.825,0.06748466257668712,0.12476370510396975,0.44624233128834356,1156,7,456,33
catboost_classifier,0.88,0.7197336561743342,0.8611111111111112,0.06339468302658487,0.1180952380952381,0.46225289706884803,1158,5,458,31
catboost_classifier,0.89,0.7179176755447942,0.8709677419354839,0.05521472392638037,0.10384615384615385,0.46309123293093213,1159,4,462,27
catboost_classifier,0.9,0.7167070217917676,0.8620689655172413,0.05112474437627812,0.09652509652509653,0.4565968549467597,1159,4,464,25
catboost_classifier,0.91,0.7130750605326877,0.8571428571428571,0.03680981595092025,0.07058823529411765,0.4469763365468887,1160,3,471,18
catboost_classifier,0.92,0.7124697336561744,0.85,0.034764826175869123,0.06679764243614932,0.4423824130879346,1160,3,472,17
catboost_classifier,0.93,0.7094430992736077,0.8461538461538461,0.022494887525562373,0.043824701195219126,0.43432436683970427,1161,2,478,11
catboost_classifier,0.94,0.7082324455205811,0.8888888888888888,0.016359918200409,0.0321285140562249,0.45262440354464895,1162,1,481,8
catboost_classifier,0.95,0.7064164648910412,0.8333333333333334,0.010224948875255624,0.020202020202020204,0.4217791411042945,1162,1,484,5
logistic_regression,0.05,0.29782082324455206,0.2962962962962963,0.9979550102249489,0.45692883895131087,0.6471256532606227,4,1159,1,488
logistic_regression,0.06,0.29782082324455206,0.2962962962962963,0.9979550102249489,0.45692883895131087,0.6471256532606227,4,1159,1,488
logistic_regression,0.07,0.29782082324455206,0.2962962962962963,0.9979550102249489,0.45692883895131087,0.6471256532606227,4,1159,1,488
logistic_regression,0.08,0.2984261501210654,0.29647630619684084,0.9979550102249489,0.45714285714285713,0.6472156582108949,5,1158,1,488
logistic_regression,0.09,0.2990314769975787,0.2966565349544073,0.9979550102249489,0.45735707591377694,0.6473057725896781,6,1157,1,488
logistic_regression,0.1,0.2990314769975787,0.2966565349544073,0.9979550102249489,0.45735707591377694,0.6473057725896781,6,1157,1,488
logistic_regression,0.11,0.30205811138014527,0.2975609756097561,0.9979550102249489,0.45843118835133867,0.6477579929173525,11,1152,1,488
logistic_regression,0.12,0.30387409200968524,0.2981062919975565,0.9979550102249489,0.4590780809031044,0.6480306511112527,14,1149,1,488
logistic_regression,0.13,0.3062953995157385,0.2988364972443356,0.9979550102249489,0.4599434495758718,0.6483957537346423,18,1145,1,488
logistic_regression,0.14,0.31174334140435833,0.29975278121137205,0.9918200408997955,0.4603701945894637,0.6457864110555838,30,1133,4,485
