crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,TX_ROAD_USR_TYPE1_NL,TX_ROAD_USR_TYPE2_NL
403,149,Machelen,,50.88297881,4.43356644,2.0031236398039454,50.87651766010806,4.406914627469833,2017,1,7,21006,Evere,Onbekend,Onbekend,Onbekend,met lichtgewonden,onbekend,onbekend
406,149,Machelen,,50.88297881,4.43356644,2.3777166338344276,50.86397497426927,4.418031500287259,2017,1,7,21006,Evere,Onbekend,Onbekend,Onbekend,met lichtgewonden,onbekend,onbekend
501,2,Brasschaat 2,Brasschaat,51.27512,4.47169,1.2378752939829762,51.27764210136357,4.4543568158722975,2017,1,8,11002,Antwerpen,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,personenauto
501,3,Brasschaat 1,Brasschaat,51.27503,4.47222,1.2760524838311316,51.27764210136357,4.4543568158722975,2017,1,8,11002,Antwerpen,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,personenauto
572,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.3993145607615659,51.278005023489335,4.475435212618602,2017,1,15,11008,Brasschaat,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
572,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.4132558135332935,51.278005023489335,4.475435212618602,2017,1,15,11008,Brasschaat,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
573,3,Brasschaat 1,Brasschaat,51.27503,4.47222,2.309921863189306,51.291170047950835,4.493129491060681,2017,1,18,11008,Brasschaat,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
573,2,Brasschaat 2,Brasschaat,51.27512,4.47169,2.3256145122780754,51.291170047950835,4.493129491060681,2017,1,18,11008,Brasschaat,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
576,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.21759953543805907,51.276728318606956,4.469907898963832,2017,1,15,11008,Brasschaat,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
576,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.2480497366510082,51.276728318606956,4.469907898963832,2017,1,15,11008,Brasschaat,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
577,3,Brasschaat 1,Brasschaat,51.27503,4.47222,2.1169948938665955,51.292174946505284,4.485454307763332,2017,1,7,11008,Brasschaat,Onbekend,Onbekend,Onbekend,met lichtgewonden,onbekend,onbekend
577,2,Brasschaat 2,Brasschaat,51.27512,4.47169,2.1243404786375812,51.292174946505284,4.485454307763332,2017,1,7,11008,Brasschaat,Onbekend,Onbekend,Onbekend,met lichtgewonden,onbekend,onbekend
578,2,Brasschaat 2,Brasschaat,51.27512,4.47169,1.4271215731440643,51.2630291585191,4.464809182435176,2017,1,14,11040,Schoten,Normaal,Droog,Dag,met lichtgewonden,Bromfiets,personenauto
578,3,Brasschaat 1,Brasschaat,51.27503,4.47222,1.4305694777490177,51.2630291585191,4.464809182435176,2017,1,14,11040,Schoten,Normaal,Droog,Dag,met lichtgewonden,Bromfiets,personenauto
582,2,Brasschaat 2,Brasschaat,51.27512,4.47169,1.4271215731440643,51.2630291585191,4.464809182435176,2017,1,18,11040,Schoten,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
582,3,Brasschaat 1,Brasschaat,51.27503,4.47222,1.4305694777490177,51.2630291585191,4.464809182435176,2017,1,18,11040,Schoten,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
583,3,Brasschaat 1,Brasschaat,51.27503,4.47222,2.4459291023959864,51.25545922349538,4.488268878716826,2017,1,10,11040,Schoten,Normaal,Droog,Dag,met zwaargewonden,Fiets,personenauto
583,2,Brasschaat 2,Brasschaat,51.27512,4.47169,2.471828254851595,51.25545922349538,4.488268878716826,2017,1,10,11040,Schoten,Normaal,Droog,Dag,met zwaargewonden,Fiets,personenauto
