crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_NL
2359,100,Mechelen teller 2,Mechelen,51.0457,4.46883,0.2657556108212765,51.043745950306445,4.471018828520913,2017,5,8,12025,Mechelen,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
2581,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.2513456970542899,51.27319198308799,4.4698039389246516,2017,6,0,11008,Brasschaat,Normaal,Droog,"Nacht, geen openbare verlichting aanwezig",met lichtgewonden,3,Fiets,11,een weggebruiker tegen een hindernis
2581,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.264608105046415,51.27319198308799,4.4698039389246516,2017,6,0,11008,Brasschaat,Normaal,Droog,"Nacht, geen openbare verlichting aanwezig",met lichtgewonden,3,Fiets,11,een weggebruiker tegen een hindernis
2608,95,Lier teller 1,Lier,51.11687,4.58437,0.10165803320881307,51.116270385745324,4.585469397255261,2017,6,17,12021,Lier,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2608,96,Lier teller 2,Lier,51.11705,4.58444,0.11259607909317647,51.116270385745324,4.585469397255261,2017,6,17,12021,Lier,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2617,9,Heist op den Berg 2,Heist-op-den-Berg,51.06904,4.69524,0.06452259779731256,51.06913315192366,4.696151450496053,2017,6,20,12014,Heist-op-den-Berg,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2670,39,Peer teller 1,Peer,51.13425,5.47817,0.19687785503830854,51.13448385392586,5.47537308466733,2017,6,15,72030,Peer,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2670,40,Peer teller 2,Peer,51.13438,5.47892,0.2477527759015075,51.13448385392586,5.47537308466733,2017,6,15,72030,Peer,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2698,107,leuven totem,Leuven,50.8870744,4.7087919,0.36298835363328785,50.88438295988388,4.711720148689893,2017,6,11,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
2698,77,Leuven teller 2,Leuven,50.88672,4.70796,0.3702799375101162,50.88438295988388,4.711720148689893,2017,6,11,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
2703,69,Leuven teller 1,Leuven,50.87549,4.71526,0.42428647845039363,50.87644982045099,4.7094073832029535,2017,6,6,24062,Leuven,Normaal,Droog,Dageraad - schemering,met lichtgewonden,3,Fiets,3,Fiets
2703,144,test leuven,Leuven,50.875576,4.7153726,0.42967419149221636,50.87644982045099,4.7094073832029535,2017,6,6,24062,Leuven,Normaal,Droog,Dageraad - schemering,met lichtgewonden,3,Fiets,3,Fiets
