crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,TX_ROAD_USR_TYPE1_NL,TX_ROAD_USR_TYPE2_NL
135,12,Tervuren,Kraainem,50.81896,4.47803,0.23676090911451436,50.821086310659375,4.477853208729716,2017,1,10,23099,Kraainem,Normaal,"Nat, plassen",Dag,met lichtgewonden,Vrachtwagen,personenauto
153,150,Bertem,District Leuven,50.8687535,4.56136297,0.25885827566271374,50.868332210092206,4.564990801423473,2017,1,8,24055,Kortenberg,Normaal,Droog,Dag,met lichtgewonden,personenauto,Motorfiets
572,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.3993145607615659,51.278005023489335,4.475435212618602,2017,1,15,11008,Brasschaat,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
572,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.4132558135332935,51.278005023489335,4.475435212618602,2017,1,15,11008,Brasschaat,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
576,2,Brasschaat 2,Brasschaat,51.27512,4.47169,0.21759953543864038,51.27672831860696,4.469907898963832,2017,1,15,11008,Brasschaat,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
576,3,Brasschaat 1,Brasschaat,51.27503,4.47222,0.2480497366515467,51.27672831860696,4.469907898963832,2017,1,15,11008,Brasschaat,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
706,94,Herentals teller 2,Herentals,51.17345,4.81283,0.2886635145967774,51.17449057184661,4.816623459168197,2017,1,7,13011,Herentals,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Bromfiets,Bromfiets
706,110,Herentals totem,Herentals,51.1739426,4.811783,0.34290548753539124,51.17449057184661,4.816623459168197,2017,1,7,13011,Herentals,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Bromfiets,Bromfiets
712,94,Herentals teller 2,Herentals,51.17345,4.81283,0.3578822882354187,51.174712908348525,4.817551838339049,2017,1,6,13011,Herentals,Normaal,"Nat, plassen",Dageraad - schemering,met lichtgewonden,personenauto,personenauto
712,110,Herentals totem,Herentals,51.1739426,4.811783,0.41118894737991646,51.174712908348525,4.817551838339049,2017,1,6,13011,Herentals,Normaal,"Nat, plassen",Dageraad - schemering,met lichtgewonden,personenauto,personenauto
791,14,Genk,Genk,50.97172,5.48927,0.46898755974493245,50.97566605698684,5.49163500304389,2017,1,22,71016,Genk,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
797,48,As,As,51.00509,5.60389,0.1343128716006932,51.00596505497548,5.6052132577713865,2017,1,10,71002,As,Normaal,Droog,Dag,met lichtgewonden,personenauto,Lichte vrachtauto
811,25,Bree,Bree,51.13679500160176,5.597669323604317,0.2563552337548334,51.13781879550488,5.5943771931833375,2017,1,17,72004,Bree,Normaal,Droog,Dageraad - schemering,met lichtgewonden,personenauto,personenauto
819,25,Bree,Bree,51.13679500160176,5.597669323604317,0.17710354893613486,51.13571281549629,5.599531747597884,2017,1,8,72004,Bree,Normaal,Onbekend,Dageraad - schemering,met lichtgewonden,onbekend,onbekend
821,25,Bree,Bree,51.13679500160176,5.597669323604317,0.2859403708835449,51.13907135257048,5.595762826436356,2017,1,10,72004,Bree,Sneeuwval,"Ijzel, sneeuw",Dag,met lichtgewonden,Fiets,een weggebruiker tegen een hindernis
840,144,test leuven,Leuven,50.875576,4.7153726,0.24810388394631064,50.87779132072637,4.7157944053820255,2017,1,17,24062,Leuven,Normaal,Onbekend,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Bromfiets,personenauto
840,69,Leuven teller 1,Leuven,50.87549,4.71526,0.258627655801004,50.87779132072637,4.7157944053820255,2017,1,17,24062,Leuven,Normaal,Onbekend,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Bromfiets,personenauto
846,77,Leuven teller 2,Leuven,50.88672,4.70796,0.45790435732223544,50.88278071837383,4.706057733914377,2017,1,10,24062,Leuven,Regenval,"Nat, plassen",Dag,met lichtgewonden,Bromfiets,Fiets
854,22,Tienen 2,Tienen,50.81330800184882,4.935984252796022,0.41357457178699186,50.8096497561198,4.937046971107821,2017,1,12,24107,Tienen,Normaal,Droog,Dag,met lichtgewonden,personenauto,Voetganger
854,24,Tienen 1,Tienen,50.8133795491886,4.935044252605416,0.4379549871037551,50.8096497561198,4.937046971107821,2017,1,12,24107,Tienen,Normaal,Droog,Dag,met lichtgewonden,personenauto,Voetganger
854,23,Tienen 3,Tienen,50.81324,4.93447,0.4383574889842752,50.8096497561198,4.937046971107821,2017,1,12,24107,Tienen,Normaal,Droog,Dag,met lichtgewonden,personenauto,Voetganger
855,22,Tienen 2,Tienen,50.81330800184882,4.935984252796022,0.4917179433354772,50.81209449653278,4.94271419448426,2017,1,19,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
857,24,Tienen 1,Tienen,50.8133795491886,4.935044252605416,0.05320700916481343,50.81383766422414,4.935262952215766,2017,1,20,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Bromfiets
857,22,Tienen 2,Tienen,50.81330800184882,4.935984252796022,0.07769740309317495,50.81383766422414,4.935262952215766,2017,1,20,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Bromfiets
857,23,Tienen 3,Tienen,50.81324,4.93447,0.08671973860438456,50.81383766422414,4.935262952215766,2017,1,20,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Bromfiets
883,26,Zaventem,Zaventem,50.86995,4.45444,0.49226245699016463,50.86598112288937,4.451332361031953,2017,1,22,23099,Kraainem,Onbekend,Onbekend,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Andere weggebruiker,Bromfiets
891,145,Overijse,District Vilvoorde-gewestwegen,50.7885856,4.4908759,0.21634661901410637,50.789392739933,4.493676273477646,2017,1,17,23062,Overijse,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Voetganger
891,146,Overijse 2,District Vilvoorde-gewestwegen,50.7881478,4.4902818,0.2758633337030957,50.789392739933,4.493676273477646,2017,1,17,23062,Overijse,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Voetganger
943,109,Zemst,Zemst,50.9903936,4.4707023,0.4674922534196935,50.98631941424687,4.469053806153129,2017,1,20,23096,Zemst,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,personenauto,personenauto
990,136,Gent R4,Gent,51.0876313,3.7587918,0.1531058504116717,51.08738783909942,3.756634263626121,2017,1,2,44021,Gent,"Andere (dikke rook,...)","Ijzel, sneeuw","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1204,126,Hamme totem,Hamme,51.1017709,4.1469307,0.2756890016975833,51.09942320108881,4.148200080971439,2017,1,7,42008,Hamme,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1215,120,Zele teller 1,Zele,51.0607671,4.0547741,0.1331768216411606,51.06194377800247,4.0544187230554085,2017,1,20,42028,Zele,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1215,121,Zele teller 2,Zele,51.0604067,4.0556696,0.19197354359047658,51.06194377800247,4.0544187230554085,2017,1,20,42028,Zele,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1248,11,Aalst 3,Aalst,50.93385,4.01647,0.4328978573330597,50.93004335958496,4.017764935708013,2017,1,14,41002,Aalst,Normaal,Droog,Dag,met zwaargewonden,personenauto,personenauto
1282,122,Dendermonde teller 2,Dendermonde,51.0373918,4.1019222,0.10313185568039776,51.038280527725874,4.102344143554155,2017,1,12,42006,Dendermonde,Normaal,Droog,Dag,met lichtgewonden,personenauto,Bromfiets
1282,125,Dendermonde totem,Dendermonde,51.0372706,4.1025998,0.11371264234002253,51.038280527725874,4.102344143554155,2017,1,12,42006,Dendermonde,Normaal,Droog,Dag,met lichtgewonden,personenauto,Bromfiets
1347,60,Ardooie teller 2,Ardooie,50.96783,3.18411,0.2249503911621408,50.96652298903005,3.1816580744735155,2017,2,1,37020,Ardooie,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1347,59,Ardooie teller 1,Ardooie,50.96784,3.18479,0.26371710810588317,50.96652298903005,3.1816580744735155,2017,2,1,37020,Ardooie,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1371,55,Torhout teller 1,Torhout,51.07161,3.08261,0.4165801406463716,51.06981215682168,3.08784079698561,2017,1,10,31033,Torhout,Normaal,"Ijzel, sneeuw",Dag,met lichtgewonden,Fiets,"één bestuurder, geen hindernis"
1371,56,Torhout teller 2,Torhout,51.07147,3.08244,0.4199774132028807,51.06981215682168,3.08784079698561,2017,1,10,31033,Torhout,Normaal,"Ijzel, sneeuw",Dag,met lichtgewonden,Fiets,"één bestuurder, geen hindernis"
1443,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.4165186651611754,50.82712547712431,3.260896288010444,2017,1,11,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
1451,16,Kortrijk 1,Kortrijk,50.83332,3.27777,0.39198583499456,50.83126950432848,3.282310122667147,2017,1,16,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,personenauto,Voetganger
1451,17,Kortrijk 2,Kortrijk,50.83339,3.27773,0.39882586164299366,50.83126950432848,3.282310122667147,2017,1,16,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,personenauto,Voetganger
1512,61,Wervik teller 2,Wervik,50.80555,3.0921,0.18008770077968997,50.80482738129066,3.0943935361089223,2017,1,5,33029,Wervik,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1512,62,Wervik teller 1,Wervik,50.8058,3.09154,0.22782552062526337,50.80482738129066,3.0943935361089223,2017,1,5,33029,Wervik,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1524,35,Lanaken teller 1,Lanaken,50.88112,5.6314,0.23383814701900316,50.88227089154238,5.634189685350802,2017,1,10,73042,Lanaken,Onbekend,Droog,Dag,met lichtgewonden,Lichte vrachtauto,Fiets
1524,36,Lanaken teller 2,Lanaken,50.88131,5.63012,0.30484791162588665,50.88227089154238,5.634189685350802,2017,1,10,73042,Lanaken,Onbekend,Droog,Dag,met lichtgewonden,Lichte vrachtauto,Fiets
1539,123,Beveren teller 1,Beveren,51.1964555,4.2362771,0.4605086665123001,51.200487141884736,4.237788957479022,2017,1,10,46003,Beveren,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,personenauto
1539,124,Beveren teller 2,Beveren,51.1964712,4.2361077,0.4616623679915938,51.200487141884736,4.237788957479022,2017,1,10,46003,Beveren,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,personenauto
1568,99,Mechelen teller 1,Mechelen,51.04564,4.46882,0.4981345312115828,51.04144013068556,4.471299351503357,2017,1,16,12025,Mechelen,Regenval,"Nat, plassen",Dag,met lichtgewonden,Fiets,Bromfiets
1572,100,Mechelen teller 2,Mechelen,51.0457,4.46883,0.19962810189358912,51.047399028365824,4.467907445179255,2017,1,7,12025,Mechelen,Normaal,Droog,Dageraad - schemering,met lichtgewonden,personenauto,Fiets
1572,99,Mechelen teller 1,Mechelen,51.04564,4.46882,0.20573549087624338,51.047399028365824,4.467907445179255,2017,1,7,12025,Mechelen,Normaal,Droog,Dageraad - schemering,met lichtgewonden,personenauto,Fiets
1599,138,Hasselt-Kempische brug,Hasselt,50.9405318,5.3422472,0.3151359929687238,50.93784039207889,5.340838158233632,2017,1,4,71022,Hasselt,Normaal,"Ijzel, sneeuw","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1599,137,Hasselt-Kempische brug,Hasselt,50.9411605,5.3417576,0.37475816538959594,50.93784039207889,5.340838158233632,2017,1,4,71022,Hasselt,Normaal,"Ijzel, sneeuw","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1603,138,Hasselt-Kempische brug,Hasselt,50.9405318,5.3422472,0.010017345397112389,50.94047907244714,5.342131277752497,2017,1,0,71022,Hasselt,Normaal,Proper,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1603,137,Hasselt-Kempische brug,Hasselt,50.9411605,5.3417576,0.08016732144342084,50.94047907244714,5.342131277752497,2017,1,0,71022,Hasselt,Normaal,Proper,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
1613,138,Hasselt-Kempische brug,Hasselt,50.9405318,5.3422472,0.06891134827553941,50.93991482731152,5.342154450609015,2017,1,9,71022,Hasselt,Normaal,"Ijzel, sneeuw",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1613,137,Hasselt-Kempische brug,Hasselt,50.9411605,5.3417576,0.14127592257877689,50.93991482731152,5.342154450609015,2017,1,9,71022,Hasselt,Normaal,"Ijzel, sneeuw",Dag,met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
1614,140,Hasselt ring,Hasselt,50.9300038,5.3438616,0.19601575568428375,50.92847093865842,5.342480401434384,2017,1,19,71022,Hasselt,Onbekend,Onbekend,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,onbekend,onbekend
1768,47,Vilvoorde,Vilvoorde,50.91372,4.41497,0.4973456146842951,50.910069200035736,4.410871768157891,2017,2,17,21004,Brussel,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,personenauto,personenauto
2258,8,Heist op den Berg 1,Heist-op-den-Berg,51.06759,4.68823,0.34052169991484327,51.07065105632216,4.68808644457702,2017,2,11,12029,Putte,Normaal,Droog,Dag,met zwaargewonden,Vrachtwagen,een weggebruiker tegen een hindernis
2317,127,Geel totem,Westerlo,51.1342966,4.9400421,0.32649961183701254,51.13348723985041,4.935544060042901,2017,2,4,13049,Westerlo,Sneeuwval,"Ijzel, sneeuw","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
2317,112,Geel teller 2,Westerlo,51.1354992,4.9394789,0.35415871730881593,51.13348723985041,4.935544060042901,2017,2,4,13049,Westerlo,Sneeuwval,"Ijzel, sneeuw","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,een weggebruiker tegen een hindernis
2334,135,Retie 2,Dessel,51.2544998,5.1040064,0.2042412190699725,51.25316640945533,5.106024817676096,2017,2,11,13006,Dessel,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
2334,134,Retie,Dessel,51.2548405,5.1037658,0.24365516795045702,51.25316640945533,5.106024817676096,2017,2,11,13006,Dessel,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
2416,14,Genk,Genk,50.97172,5.48927,0.4646641206399541,50.975881641155205,5.489871223962253,2017,2,22,71016,Genk,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
2445,25,Bree,Bree,51.13679500160176,5.597669323604317,0.46756212858082197,51.14031004608603,5.593991337404993,2017,2,17,72004,Bree,Regenval,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Voetganger
2447,69,Leuven teller 1,Leuven,50.87549,4.71526,0.3097766643897496,50.873017396224135,4.717294014346984,2017,2,17,24062,Leuven,Normaal,Droog,Dageraad - schemering,met lichtgewonden,Bromfiets,Bromfiets
2447,144,test leuven,Leuven,50.875576,4.7153726,0.31483108190657283,50.873017396224135,4.717294014346984,2017,2,17,24062,Leuven,Normaal,Droog,Dageraad - schemering,met lichtgewonden,Bromfiets,Bromfiets
2449,69,Leuven teller 1,Leuven,50.87549,4.71526,0.439194109024113,50.8725285820257,4.719401742376419,2017,2,14,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,Fiets,personenauto
2449,144,test leuven,Leuven,50.875576,4.7153726,0.44130595606107836,50.8725285820257,4.719401742376419,2017,2,14,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,Fiets,personenauto
2451,77,Leuven teller 2,Leuven,50.88672,4.70796,0.3468848392466309,50.88415760690569,4.70513953277525,2017,2,14,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,personenauto,Motorfiets
2451,107,leuven totem,Leuven,50.8870744,4.7087919,0.4133234727815405,50.88415760690569,4.70513953277525,2017,2,14,24062,Leuven,Normaal,Droog,Dag,met lichtgewonden,personenauto,Motorfiets
2453,144,test leuven,Leuven,50.875576,4.7153726,0.45311726859244733,50.87890996197309,4.719086024727672,2017,2,16,24062,Leuven,Onbekend,Onbekend,Dag,met lichtgewonden,Fiets,personenauto
2453,69,Leuven teller 1,Leuven,50.87549,4.71526,0.4654848715540379,50.87890996197309,4.719086024727672,2017,2,16,24062,Leuven,Onbekend,Onbekend,Dag,met lichtgewonden,Fiets,personenauto
2454,77,Leuven teller 2,Leuven,50.88672,4.70796,0.4194991113712179,50.88676277894048,4.701980176792318,2017,2,22,24062,Leuven,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
2454,107,leuven totem,Leuven,50.8870744,4.7087919,0.4790811152442494,50.88676277894048,4.701980176792318,2017,2,22,24062,Leuven,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
2481,23,Tienen 3,Tienen,50.81324,4.93447,0.45173793630825954,50.80919498332195,4.9338728580358895,2017,2,18,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
2481,24,Tienen 1,Tienen,50.8133795491886,4.935044252605416,0.4725254967877279,50.80919498332195,4.9338728580358895,2017,2,18,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
2481,22,Tienen 2,Tienen,50.81330800184882,4.935984252796022,0.4808053240656536,50.80919498332195,4.9338728580358895,2017,2,18,24107,Tienen,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,Fiets
2487,87,Aarschot,Aarschot,50.99084,4.81259,0.22234502186367044,50.99169483915456,4.815461860910667,2017,2,17,24001,Aarschot,Normaal,"Vuil (zand, grint, bladeren,...)",Dageraad - schemering,met zwaargewonden,Motorfiets,Lichte vrachtauto
2515,148,Hoeilaart,District Leuven,50.76699493,4.44471001,0.1771847013313246,50.76850740265252,4.443917018235473,2017,2,22,23033,Hoeilaart,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,Lichte vrachtauto,Lichte vrachtauto
2547,27,Grimbergen,Meise,50.92127,4.34013,0.3687714128294511,50.923665697299136,4.3364919203466,2017,2,7,23050,Meise,Normaal,Droog,Dageraad - schemering,met lichtgewonden,Fiets,personenauto
2584,136,Gent R4,Gent,51.0876313,3.7587918,0.48469685990819183,51.09197818628722,3.758275121476586,2017,2,13,44021,Gent,Normaal,"Nat, plassen",Dag,met lichtgewonden,personenauto,Motorfiets
2708,119,Gent teller 2,Gent,51.0281795,3.7683918,0.49032178857956504,51.02476459949997,3.7728273035126536,2017,2,19,44040,Melle,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
2708,118,Gent teller 1,Gent,51.028049,3.7681359,0.49094804138195436,51.02476459949997,3.7728273035126536,2017,2,19,44040,Melle,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
2725,114,Deinze teller 1,Nazareth,50.9598305,3.555502,0.29450029775731296,50.959475002783165,3.5513351903633463,2017,2,4,44083,Deinze,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Vrachtwagen,Fiets
2725,113,Deinze teller 2,Deinze,50.96018,3.55578,0.3210232865314918,50.959475002783165,3.5513351903633463,2017,2,4,44083,Deinze,Normaal,"Nat, plassen","Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Vrachtwagen,Fiets
2736,6,Evergem 2,Evergem,51.10894,3.70298,0.35083910960885456,51.11062911531428,3.698735288803796,2017,2,8,44019,Evergem,Normaal,Droog,Dag,met zwaargewonden,Bromfiets,personenauto
2736,7,Evergem 1,Evergem,51.1089,3.70317,0.36443904031769003,51.11062911531428,3.698735288803796,2017,2,8,44019,Evergem,Normaal,Droog,Dag,met zwaargewonden,Bromfiets,personenauto
2867,120,Zele teller 1,Zele,51.0607671,4.0547741,0.019255785955220848,51.06087597035759,4.054988371307223,2017,2,14,42028,Zele,Normaal,Droog,Dag,met zwaargewonden,Bromfiets,Lichte vrachtauto
2867,121,Zele teller 2,Zele,51.0604067,4.0556696,0.07063526354822207,51.06087597035759,4.054988371307223,2017,2,14,42028,Zele,Normaal,Droog,Dag,met zwaargewonden,Bromfiets,Lichte vrachtauto
2940,125,Dendermonde totem,Dendermonde,51.0372706,4.1025998,0.06916039557764227,51.03692969566008,4.103427110943554,2017,2,8,42006,Dendermonde,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
2940,122,Dendermonde teller 2,Dendermonde,51.0373918,4.1019222,0.11710085486180846,51.03692969566008,4.103427110943554,2017,2,8,42006,Dendermonde,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
2980,50,"Brugge, Sint-Andries",Brugge,51.19291,3.16252,0.1169822984997357,51.19319833175604,3.1641344367322723,2017,2,19,31005,Brugge,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,Bromfiets,"één bestuurder, geen hindernis"
2980,51,"Brugge, Sint-Andries",Brugge,51.19281,3.16252,0.12050532556347318,51.19319833175604,3.1641344367322723,2017,2,19,31005,Brugge,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,Bromfiets,"één bestuurder, geen hindernis"
3094,57,Meulebeke teller 1,Meulebeke,50.96056,3.24491,0.2107343316243126,50.96242219672009,3.244351075523542,2017,2,8,37007,Meulebeke,Normaal,Droog,Dag,met lichtgewonden,Bromfiets,personenauto
3094,58,Meulebeke teller 2,Meulebeke,50.96021,3.24471,0.2472661290935755,50.96242219672009,3.244351075523542,2017,2,8,37007,Meulebeke,Normaal,Droog,Dag,met lichtgewonden,Bromfiets,personenauto
3115,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.16094096296481988,50.829311978473925,3.2620256292858083,2017,2,8,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,Fiets,personenauto
3119,75,Kortrijk teller 2,Kortrijk,50.81925,3.25731,0.2883644082214293,50.82174464602702,3.258431590833128,2017,2,8,34022,Kortrijk,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
3119,74,Kortrijk teller 1,Kortrijk,50.81909,3.25728,0.30606759496689134,50.82174464602702,3.258431590833128,2017,2,8,34022,Kortrijk,Regenval,"Nat, plassen",Dag,met lichtgewonden,personenauto,Fiets
3123,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.17249694590615725,50.82943402745812,3.264364920353945,2017,2,4,34022,Kortrijk,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,Lichte vrachtauto,personenauto
3126,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.46888963055081695,50.82655174984359,3.2613548180599565,2017,2,15,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,Lichte vrachtauto,Voetganger
3127,75,Kortrijk teller 2,Kortrijk,50.81925,3.25731,0.4368778751822706,50.82283736681778,3.259846300207002,2017,2,15,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,Voetganger,personenauto
3127,74,Kortrijk teller 1,Kortrijk,50.81909,3.25728,0.45401321474166006,50.82283736681778,3.259846300207002,2017,2,15,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,Voetganger,personenauto
3207,105,St. pieters leeuw teller 2,Halle,50.75509,4.24943,0.4087279983651916,50.75282225636917,4.254002608225986,2017,2,16,23077,Sint-Pieters-Leeuw,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
3207,106,St. pieters leeuw teller 1,Sint-Pieters-Leeuw,50.75533,4.24951,0.42147367571779226,50.75282225636917,4.254002608225986,2017,2,16,23077,Sint-Pieters-Leeuw,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
3215,105,St. pieters leeuw teller 2,Halle,50.75509,4.24943,0.27139631804643755,50.75357362507842,4.252453052285625,2017,2,6,23077,Sint-Pieters-Leeuw,Normaal,Droog,Dageraad - schemering,met lichtgewonden,Lichte vrachtauto,Motorfiets
3215,106,St. pieters leeuw teller 1,Sint-Pieters-Leeuw,50.75533,4.24951,0.2846145618261744,50.75357362507842,4.252453052285625,2017,2,6,23077,Sint-Pieters-Leeuw,Normaal,Droog,Dageraad - schemering,met lichtgewonden,Lichte vrachtauto,Motorfiets
3238,140,Hasselt ring,Hasselt,50.9300038,5.3438616,0.28470806914902197,50.92747993965311,5.344545833739256,2017,2,19,71022,Hasselt,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met lichtgewonden,personenauto,personenauto
3242,137,Hasselt-Kempische brug,Hasselt,50.9411605,5.3417576,0.17055706758342104,50.94039965785663,5.339643959639428,2017,2,12,71022,Hasselt,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
3242,138,Hasselt-Kempische brug,Hasselt,50.9405318,5.3422472,0.18299208063267178,50.94039965785663,5.339643959639428,2017,2,12,71022,Hasselt,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
3247,138,Hasselt-Kempische brug,Hasselt,50.9405318,5.3422472,0.3151359929687238,50.93784039207889,5.340838158233632,2017,2,12,71022,Hasselt,Normaal,"Nat, plassen",Dag,met zwaargewonden,Lichte vrachtauto,Fiets
3247,137,Hasselt-Kempische brug,Hasselt,50.9411605,5.3417576,0.37475816538959594,50.93784039207889,5.340838158233632,2017,2,12,71022,Hasselt,Normaal,"Nat, plassen",Dag,met zwaargewonden,Lichte vrachtauto,Fiets
3258,140,Hasselt ring,Hasselt,50.9300038,5.3438616,0.3055527572719448,50.927791787683454,5.341274946436195,2017,2,10,71022,Hasselt,Normaal,Droog,Dag,met zwaargewonden,Voetganger,personenauto
3395,136,Gent R4,Gent,51.0876313,3.7587918,0.3299351631119645,51.08705243569735,3.763424825552659,2017,3,14,44021,Gent,Normaal,Droog,Dag,met lichtgewonden,personenauto,personenauto
